GivenName,Surname,Birthday
Isaac,Tremblay,6/20/1999
Mercer,Davignon,8/2/2003
Gradasso,Bonneville,12/16/2002
Océane,Pouliotte,2/14/2004
Arlette,Sorel,2/18/2004
Corette,Jacques,6/19/2000
Robert,DuLin,9/30/2003
Telford,Marceau,6/9/1999
Roch,"de Brisay",9/1/2004
Jules,Roy,2/3/2003
Inès,Sanschagrin,1/7/1996
Josette,Mathieu,11/23/1998
Telford,Auger,2/12/2004
Leala,Couet,8/14/2001
Noël,Fugère,10/11/1998
Arnaude,Josseaume,5/23/2000
Jacqueline,Gauvin,3/15/1995
Angelique,Lejeune,2/28/1997
Parnella,Benoit,12/14/2003
Annette,Garcia,9/14/2001
Didier,Chevrette,1/6/2000
Sophie,Déziel,11/8/2004
Leal,Lafrenière,10/5/2003
Thiery,Thivierge,2/12/2001
Christian,Chevrette,10/4/2000
Arnaude,Duplanty,6/6/1995
Adèle,"Du Trieux",7/3/1998
Yolande,Loiselle,6/20/1995
Eleanor,Déziel,6/1/2000
Bevis,Clavette,7/29/1996
Soren,Chaussée,9/26/1996
Burkett,Cotuand,9/27/2002
Alacoque,Houle,6/11/2000
Laurent,Villeneuve,3/3/2001
Angelette,Maheu,8/25/2001
Artus,Jobin,8/23/2001
Francis,Poirier,3/2/2003
Élodie,Guibord,6/28/1995
Musette,Fouquet,6/5/2004
Philippe,Bélanger,10/2/2003
Falerina,Batard,8/2/2001
Jacquenett,Durand,4/23/1999
Campbell,Côté,5/24/1999
Elita,Talon,7/30/1997
Hélène,Allard,1/23/2004
Carine,Simon,5/3/2000
Clothilde,Collin,6/8/2003
Charles,Meunier,11/12/1997
Oriel,Berie,3/2/2000
Millard,Doucet,1/1/2004
Vedette,Camus,4/6/2000
Annot,Rivière,5/6/2004
Somer,Bisson,10/4/2001
Normand,Paquette,7/20/2002
Vail,Labrosse,3/16/2003
Constance,DeGrasse,8/17/1999
Amélie,Bilodeau,11/2/2002
Robinette,Brunelle,1/5/2001
Yseult,Aupry,12/24/2002
Julie,Pitre,11/11/1999
Victor,Sauvé,9/24/1998
Trinette,Brault,6/4/1996
Sophie,Faubert,5/14/2002
Arber,Sarrazin,12/1/2002
Brice,Jobin,10/15/1997
Serge,Bonenfant,8/3/1997
Roch,Monjeau,1/18/2001
Emmanuel,Dubé,3/23/2001
Lucas,Allard,4/30/1996
Joseph,Grandbois,2/3/1995
Alexis,Paquet,6/29/2003
Vernon,Crête,12/17/1996
Pomeroy,Babin,8/26/2003
Pensee,Dubois,8/27/2004
Felicien,Majory,10/10/2003
Oriel,Marcoux,8/28/2003
Algernon,Ratté,9/9/2002
Kari,Plante,9/5/2004
Galatee,Lemieux,7/17/1998
Carine,Aucoin,4/13/1999
Annette,Morel,4/10/1999
Simone,Routhier,2/5/1995
Arienne,Courtois,4/25/2003
Claire,Massé,8/6/2000
Gaspar,Duval,12/5/2002
Normand,Miron,2/12/1996
Hélène,Charlebois,5/27/1997
Emmeline,Dumont,12/15/1995
Gabrielle,Dumoulin,1/9/2002
Azura,Louineaux,10/5/2004
Wyatt,Huppé,4/5/2001
Sennet,Desnoyers,9/30/2002
Senapus,Fecteau,5/11/1999
Fitz,Potvin,10/6/1995
Varden,Rochon,10/16/1998
Xarles,Laux,11/5/2004
Melisande,Lécuyer,3/31/2000
Susanne,Jomphe,8/24/1998
Honoré,Chauvin,10/18/1995
Cheney,Laforge,1/27/1995
Melusina,Gour,11/20/2002
Laurence,Aupry,9/18/1999
Prunella,Briard,2/24/2001
Fifi,Gaudreau,11/18/1999
Aubine,Royer,4/21/2001
Delmar,Bler,8/11/1999
Paul,Méthot,3/12/1997
Laurence,Houle,12/11/2000
Seymour,Langlois,4/13/2001
Delit,Mathieu,6/10/1997
Francis,Pirouet,3/3/1998
Burrell,Veronneau,1/21/2002
Florence,Plaisance,10/16/1999
Tristan,Lacombe,4/6/2002
Aubin,Brasseur,11/27/1994
Aurélie,Létourneau,7/2/2003
Medoro,Loiseau,7/7/2002
Roslyn,Clément,4/1/2002
Gaetan,Lereau,3/2/1998
Hélène,Chrétien,5/28/1995
Alfred,Auberjonois,11/29/1997
Florus,Desroches,1/22/2000
Paien,Durepos,10/9/2003
Tilly,Lanteigne,5/2/1998
Amabella,Lamontagne,5/14/2004
Talbot,Perillard,11/7/2001
Nicolas,Gousse,12/22/1995
Chappell,Fournier,11/16/1999
Caroline,"Du Trieux",8/30/2000
Hilaire,Monty,7/23/1997
Gaspar,Grandbois,9/20/1998
Nouel,Tremblay,2/29/1996
Coralie,Daigneault,1/12/2001
Tempeste,Larivière,3/2/1998
Gaetan,Sabourin,11/18/1999
Jérôme,Collin,7/26/1996
Gérard,Lécuyer,9/30/1996
Jeoffroi,Chouinard,8/8/1999
Talon,Larocque,9/11/1996
Fletcher,Gingras,7/11/1996
Normand,Chevrette,10/18/1995
Belisarda,Blondlot,3/1/1995
Charlotte,Leroy,5/7/2004
Lotye,Miron,5/18/2003
Madeleine,Reault,11/14/1995
Agrican,Marcoux,6/26/1999
Satordi,Grandbois,12/11/2001
Channing,Cantin,8/26/1997
Harbin,Pelchat,3/4/1998
Céline,Lagacé,3/17/1996
Mariette,Arsenault,1/8/2004
Cosette,Ayot,7/7/2000
Madelene,Tremblay,2/23/1997
Bernard,Bonsaint,2/12/2004
Esmeraude,Charpie,1/15/1996
Christine,Bourgeois,3/7/2000
Mercer,Sorel,5/2/1999
Valentine,Paradis,7/30/2001
Élisabeth,Saurel,2/25/1995
Curtis,Marquis,10/27/2002
Melville,Lalonde,11/16/2003
Clarice,Lajeunesse,8/11/2002
Malagigi,Sansouci,8/24/2002
Agate,Vaillancourt,8/26/1998
Victor,Dumoulin,8/9/1995
Franck,Cousteau,4/29/2004
Thérèse,Giroux,7/16/2002
Maurelle,Guérette,9/24/2001
Latimer,Brian,4/23/1997
Valentine,Bellemare,7/12/1995
Roslyn,Talon,9/16/1997
Luc,Auclair,10/10/1996
Vernon,Chrétien,4/26/1999
Véronique,Beauchesne,9/29/2003
Nanna,Tollmache,1/7/2002
Chantal,Laberge,5/2/2000
Gano,Tardif,5/20/2000
Felicienne,Séguin,6/21/2000
Dalmace,Rochefort,5/6/1995
Bertrand,Denis,9/21/1997
Agrican,Vernadeau,6/12/1996
Bruno,Thériault,5/17/1998
Melusina,Dennis,10/21/2003
Oliver,Beaupré,2/4/2002
Leone,Quiron,4/11/1999
Martine,Salmons,12/14/2001
Clarice,Brochu,7/20/2001
Gill,Martel,6/8/2002
Orlene,Thibodeau,9/6/1999
Turner,Charest,11/27/2003
Karlotta,Charbonneau,4/20/2001
Henry,Briard,5/12/2004
Lorraine,LaGrande,1/11/2001
Rémy,Sicard,5/15/1996
Victorine,Léveillé,9/5/1996
Pierrette,Grimard,10/6/1995
Gaetan,Louis,8/13/2003
Prunella,Beauchamp,7/2/2002
Sumner,Sansouci,3/4/2004
Marcel,Panetier,2/2/1995
Emmeline,Godin,6/15/2003
Audric,Cousteau,7/20/1999
Percy,DuLin,3/19/1995
Tilly,Savard,7/2/2004
Mason,Hébert,4/25/1999
Madelene,Beaulac,11/17/2001
Richard,D'Avis,1/7/1997
Landers,Hébert,2/15/2002
Melville,Brochu,11/10/2000
Prewitt,Bisson,1/23/1996
Arnou,Blondlot,9/28/1995
Vail,Rouze,8/8/2002
Halette,Laboissonnière,1/17/1999
Patricia,Ayot,4/23/2003
Bartlett,"Du Trieux",12/24/2003
Pensee,Bertrand,1/6/2002
Zacharie,Marois,10/20/1999
Favor,Hachée,7/26/2000
Fabien,Gagnon,1/2/2004
Rosamonde,Gamache,4/5/1997
Françoise,Metivier,10/25/2000
Gaston,Cartier,8/31/2000
Leal,Brian,2/18/2002
Maryse,Arcouet,6/26/1999
Aymon,Parrot,6/2/1995
Théophile,Chrétien,3/28/1997
Rachelle,Tardif,5/21/1997
Lucille,Voisine,10/19/1997
Ormazd,Vachon,2/20/1996
Victorine,LaGarde,11/26/2002
Antoine,Lavallée,2/8/2003
Brigitte,Querry,12/19/2000
Noémi,Duffet,2/18/2000
Dominique,Thibodeau,12/30/2001
Germain,Lamare,8/2/2001
Susanne,Bolduc,8/2/1995
Fortun,Chandonnet,1/24/1999
Lothair,Rochefort,6/9/2003
Annette,Descoteaux,2/3/1998
Gano,Deserres,3/29/2004
Aubine,Daviau,3/6/2002
Charline,Soucy,3/21/1997
Roslyn,Norbert,8/7/1995
Luc,Lamoureux,11/26/1998
Searlas,Lafrenière,7/18/1998
Théophile,Garreau,10/14/2004
Pascal,Coulombe,8/15/1995
Medoro,Salmons,6/17/1999
Chantal,Sauvé,10/31/1996
Jeanne,Parrot,10/25/1999
Barry,Dubois,4/6/1997
Aubrey,Grandpré,3/23/1998
Percy,Devost,3/16/1999
Lucas,Binet,7/28/1996
Gilbert,Martin,3/27/1996
Maureen,Latourelle,6/21/1995
Kerman,Giroux,6/30/2001
Jules,Perreault,2/5/1997
Margaux,Devost,6/9/2000
Patrick,Bonsaint,10/19/1996
Pierrette,Aupry,12/27/2002
Audric,Bellemare,6/23/1999
Gano,Lajoie,4/1/2002
Orva,Gingras,8/26/1995
Victoire,Godin,5/8/2001
Florence,Mailhot,9/10/2001
Renée,Dagenais,8/30/1995
Burkett,Grimard,7/16/2003
Auriville,Courtois,7/9/2004
Solaine,Hétu,5/29/1998
Normand,Bernier,8/31/1998
Aurélie,Jacques,3/3/1995
Charlot,Larocque,2/15/1999
Auguste,Turgeon,3/1/1997
Karlotta,Bondy,7/17/2000
Zara,Deschênes,11/4/1999
Arnaude,Aubé,11/25/2001
Alaine,Montminy,2/17/1999
David,Lécuyer,6/22/1996
Pinabel,Roy,1/11/1998
Clarimunda,Boucher,8/10/2002
Quennel,Chartré,12/16/1997
Forrest,Fréchette,12/9/1994
Loyal,L'Anglais,3/24/1999
Marine,Dupuis,10/9/2004
Vivienne,Brochu,2/15/1997
Davet,Alexandre,7/26/2004
Romaine,Lafontaine,6/21/1998
Coralie,Parmentier,3/3/2001
Corette,Clément,11/6/1997
Marthe,Mireault,8/12/2004
Alphonse,Cinq-Mars,12/18/1998
Arienne,Charpentier,8/23/1999
Françoise,Bérard,5/12/1998
Simone,Grivois,12/16/1999
Talbot,Chnadonnet,2/9/1998
Patricia,Morneau,7/24/1998
Desire,Aucoin,1/2/1996
Michèle,Brodeur,4/9/2004
Pierrette,Legault,11/3/2001
Eglantine,Sicard,6/21/1999
Adorlee,Houle,4/10/2001
Jean,Barrière,9/24/2001
Mariette,Arsenault,12/20/1994
Arno,Séguin,3/13/2003
Émile,Bourdette,9/30/2001
Franck,Charpie,10/31/1998
Thierry,Couture,1/8/2000
Romain,Neufville,5/23/2002
Paige,Clavette,3/11/2001
Geoffrey,Boivin,10/29/2003
Martin,Gaillou,11/24/2003
Fabrice,Dumont,3/4/1997
D'Arcy,Guertin,2/21/1995
Leone,Fresne,8/28/1997
Lothair,Quirion,10/4/1999
Nouel,Course,4/2/1999
Natalie,Duranseau,12/16/2001
Curtis,Huard,6/6/2001
Gay,Tollmache,8/16/2001
Senior,Bérubé,9/27/1997
Royce,Laliberté,12/23/1999
Mercer,Cousteau,8/1/1996
Laurent,Bourgeau,8/15/2004
Evrard,Lamy,1/7/1997
Chapin,DeGrasse,1/22/1999
Royale,Huard,6/13/2000
Gallia,Rocher,4/7/1998
Royale,Guilmette,5/5/1998
Romain,Compagnon,4/14/2004
Courtland,Laboissonnière,3/8/2001
Brunella,Proulx,1/18/1995
Crescent,Laliberté,8/22/2003
Tyson,Patenaude,7/19/2003
Jean,Bergeron,11/15/1995
Dominic,Léveillé,2/1/2004
Vincent,Guilmette,3/14/1997
Frontino,Allaire,6/26/1995
Saville,Caya,10/2/1997
Théophile,Lafontaine,7/12/1998
Benjamin,Course,5/29/1997
Hedvige,Gauthier,9/30/2002
Christiane,Henrichon,3/4/1999
Erembourg,Therriault,12/23/1999
Brigitte,Pépin,4/13/1997
Adrienne,Leduc,5/30/1998
Felicienne,Ratté,7/27/1996
Yolande,Boivin,8/12/2003
Brice,Achin,8/19/1999
Léon,Chalut,3/23/2004
Demi,Souplet,6/15/2004
Madeleine,Alexandre,11/10/1995
Odette,Beauchamp,4/22/2003
Émile,Phaneuf,8/13/1998
Nicolette,Laurent,2/26/1996
Étienne,Robert,6/28/2003
Bradamate,Dumoulin,2/12/2004
Virginie,Lemaître,3/24/2000
Albertine,Metivier,1/29/2003
Corette,Brisette,5/8/2001
Jewel,Lefèbvre,10/6/1997
Peverell,Pelland,3/10/1996
Vachel,Bondy,3/18/1996
Anne,Hétu,6/19/1997
Richard,Beaujolie,9/21/1999
Charles,Clément,2/1/1999
Alexandre,Leclerc,11/15/2003
Marlon,Poisson,3/23/2001
Stéphane,Jalbert,6/23/2002
Michèle,Laberge,1/27/2001
Josephe,Reault,2/16/2001
Gaetane,Goddu,8/9/1996
Logistilla,Daigneault,9/28/2001
Royce,LeBatelier,12/13/1999
Methena,Dastous,12/13/1994
Lyle,Chrétien,10/28/1997
Dalmace,Labossière,1/24/1996
Forrest,Chaloux,11/21/2001
Ernest,Aubin,8/5/2001
Thomas,Michaud,9/27/2000
Lucas,Racicot,11/7/1997
Jean,Chauvin,7/30/2004
Armand,Brisebois,7/2/2001
Arno,Beaudoin,1/17/2002
Olivie,Lanoie,5/6/1999
Madeleine,Guimond,7/12/1996
Granville,Chauvin,5/24/2000
Avelaine,Baron,6/14/2002
France,Boivin,8/25/1995
Merci,Charpentier,3/10/2000
Calandre,Jomphe,2/2/2002
Pinabel,Garnier,7/20/2004
Favor,Bourque,10/8/1997
Paige,Bernier,4/18/1998
Gilles,Harquin,8/3/2004
Arber,Devost,8/1/2003
Agnès,Pomerleau,10/28/2003
Ogier,Bélair,2/23/2003
Cécile,Jacques,1/26/2002
Cammile,Girard,7/21/2002
Belisarda,Marier,3/24/1996
Arnaud,Dumoulin,9/10/1995
Morgana,Larivière,11/23/2001
Amaury,Lamour,11/19/2004
Parnella,Brodeur,9/25/1999
Arienne,"De La Ronde",8/26/2001
Florus,"Des Meaux",4/10/1996
Ganelon,Soucy,5/7/1998
Marc,Chouinard,9/25/2003
Armand,Grondin,3/7/2004
Adrienne,Chauvin,6/1/2002
Michel,Robillard,3/19/2000
Bernard,Langlais,3/13/2004
Renée,Beaudry,4/6/2000
Malagigi,Fortier,2/16/2000
Millard,Doiron,6/25/2001
Franck,Forest,2/11/2004
Estelle,Cinq-Mars,5/4/1996
Algernon,Desjardins,1/2/1998
Didiane,Langlois,1/17/1998
Charline,Paradis,3/17/2003
Hélène,Chartier,1/17/2000
Laure,Lemaître,2/29/1996
Catherine,Bonenfant,5/31/2003
Berangaria,Tessier,4/25/2003
Robinette,Leblanc,8/13/1995
Royale,Grivois,9/14/1999
Karel,Cantin,3/31/1998
Michèle,Charest,5/2/2003
Danielle,Blondlot,8/9/2001
Anastasie,Francoeur,8/29/1998
Hugues,Chartré,6/13/1996
Xavier,Majory,6/22/1996
Armand,D'Avis,3/12/2002
Delmar,Grivois,6/20/1997
Lowell,Lacasse,11/19/1998
Arnaud,Ricard,6/24/1995
Albertine,Meilleur,11/28/1995
Searlait,Adler,4/5/1998
Vail,Méthot,7/5/1998
Laurent,Lapresse,9/11/1998
Faye,Deblois,12/24/2001
Dreux,Bourgouin,10/6/2001
Arber,Demers,7/29/1999
Richard,Moreau,12/25/2001
Tempeste,Achin,6/7/2001
Vail,Roy,1/28/1995
Marthe,Gervais,8/1/1997
Audric,Authier,4/10/1999
Georgette,Jobin,12/6/2003
Marc,Garcia,5/10/1997
Aubert,Courtemanche,2/22/1999
Malagigi,Piedalue,5/6/2002
Loyal,Giroux,12/5/2001
Brie,Begin,11/24/1999
Jeannine,Charlebois,4/27/1998
Beaufort,Grignon,12/21/1998
Delmar,Poulin,5/29/2001
Ansel,Patry,7/20/2002
Stéphanie,Bolduc,2/5/2000
Porter,Desruisseaux,2/26/2000
Viollette,Paquette,12/10/1998
Auda,D'Aubigné,2/24/1999
Amitee,Laux,1/27/2001
Brice,Sauvé,8/14/1995
Vick,Mercure,9/23/2000
Bayard,Bordeaux,8/16/2004
Merle,Lebel,9/20/2002
Byron,DuLin,4/4/2004
Creissant,Hughes,10/5/1998
Avelaine,D'Aubigné,10/26/2000
Vail,Auberjonois,5/20/1997
Brice,"De La Vergne",10/10/2000
Ruby,Daigle,9/2/2002
Arber,Moreau,7/30/1996
Auda,Lamontagne,2/18/1997
Jeannine,Turcotte,7/23/2000
Édith,Lacasse,4/29/1996
Noémi,Lafrenière,6/15/1997
Audric,Clavette,3/7/2003
Beaufort,Varieur,8/28/1997
Odette,Savoie,8/4/1995
Platt,Mazuret,1/2/1999
Pierpont,Austin,3/16/2000
Yves,Parrot,5/1/2001
Jessamine,Reault,8/5/2002
Roch,"De La Vergne",7/3/1999
Leal,Mercier,6/15/1996
Beaufort,Chaloux,8/3/2002
Carine,Dufresne,8/3/1996
Burkett,Lessard,6/1/1998
Forrest,Adler,3/11/1998
Grosvenor,Lamy,9/7/2000
Gano,Goulet,5/24/2004
Ophelia,Panetier,2/12/2003
Léon,Laforge,10/26/1996
Odelette,Verreau,8/17/2000
Paige,Marleau,5/13/1996
Cher,Marcheterre,9/29/2001
Grégoire,Lacasse,10/19/2001
Nicolas,Létourneau,4/10/1998
Aceline,Beaujolie,3/21/2004
Charlotte,Binet,9/8/1995
Germaine,Louis,2/6/2004
Océane,Metivier,9/16/2000
Orville,Caouette,7/14/1998
Ogier,Barrière,10/13/2001
Talon,Paiement,6/29/2004
Cloridan,Couet,10/12/2000
Cerise,Paulet,9/23/1997
Sennet,Paquet,8/19/2001
Xarles,Barrientos,4/14/1995
Raison,Poissonnier,3/15/1999
Gilbert,Salmons,3/3/1996
Delmar,Fluet,11/24/2001
Talbot,Faure,12/7/1994
Auguste,Caron,2/3/1995
Eliot,Foucault,12/2/2003
Calandre,Josseaume,5/16/1999
Colette,Flamand,1/25/1998
Olivier,Fugère,11/1/2003
Maurice,Sylvain,4/12/2001
Éléonore,Grimard,9/18/2004
Lotye,Tougas,10/8/2000
Pierpont,Therrien,2/5/1998
Moore,Marchesseault,8/22/2001
Gaspar,Doyon,4/3/1999
Florismart,Chauvet,12/14/1995
Gauthier,Trottier,3/25/1995
Jules,Allard,2/26/1996
Jay,Chalifour,12/3/1997
Pierre,Mouet,3/28/2001
Clovis,Favreau,1/18/1999
Minette,Riel,10/30/1995
Xavier,Mousseau,9/15/2003
Mayhew,Brasseur,4/18/1995
Gustave,Duranseau,12/26/1999
Anton,Lacombe,1/26/1998
Christine,Begin,11/10/1995
Felicien,Marcheterre,5/18/1997
Olivier,Covillon,7/11/1999
Hamilton,Langlais,10/14/1995
Émile,Rouleau,11/24/1996
Georgette,Fremont,3/10/2004
Lundy,Laforge,3/17/2004
Arnou,Moïse,5/27/2004
Romain,Séguin,9/27/2001
Frédéric,Cartier,7/31/1996
Holly,Riel,7/13/1996
Trinette,Quinn,7/22/2001
Rabican,Duval,7/18/1999
Roslyn,Coupart,3/22/2003
Mariette,Vertefeuille,6/3/1996
Burkett,Ayot,4/17/1997
Vernon,Robert,6/8/2000
Madeleine,Allain,11/8/1999
Chapin,Bussière,5/16/1995
Barry,Quenneville,3/6/2001
Nicole,Durepos,5/22/2003
Jesper,Frappier,5/2/1999
Honore,Fremont,12/31/2000
Karlotta,Coudert,6/24/2004
Catherine,Gamache,12/15/1996
Rule,Maheu,6/30/2000
Laurent,Chatigny,2/15/2004
Albracca,Parmentier,9/13/1998
Florus,Étoile,12/1/2000
Dorothée,Roux,7/3/2003
Merlin,Despins,1/20/1997
Anne,Sacré,9/17/1997
Angelette,Gervais,3/22/1995
Arienne,Monrency,2/24/1999
Charlotte,Couture,12/17/2000
Prewitt,Tisserand,5/27/2000
Blondelle,Tremblay,10/17/1999
Lucille,Bérubé,7/25/1995
Delmar,Bergeron,1/20/1999
Étienne,Boucher,8/17/2000
Daisi,Bernier,10/24/2000
Noelle,Descoteaux,9/3/2004
Jolie,Monjeau,8/24/1998
Amabella,Proulx,1/30/2000
Albracca,Larivière,7/17/2002
Antoine,Bédard,3/6/1995
Suzette,Charrette,4/18/1996
Sibyla,Levasseur,10/18/2000
Françoise,Fluet,5/9/1998
Cammile,Beaupré,5/28/2000
Kerman,Therriault,4/5/2000
Auguste,Duval,7/3/1999
Thierry,Franchet,7/26/2001
Lorraine,Mailhot,11/6/1996
Édouard,Charrette,1/3/1998
Joy,Baril,10/15/2000
Virginie,Jolicoeur,2/8/1999
Troy,Lussier,4/28/2004
Henriette,Nadeau,11/4/1997
Archaimbau,Labrie,3/2/1999
Marlon,Guernon,6/19/1997
Noël,Marcheterre,4/17/2003
Eulalie,Givry,1/13/2004
Jeannine,Lacombe,5/27/1997
Paien,Charrette,1/17/2004
Philippe,LaGarde,5/10/1999
Jérôme,Leblanc,12/4/1995
Quincy,Barrette,12/4/1997
Langley,Jobin,8/9/1998
Beltane,Dupéré,2/20/1997
Baptiste,Chartier,6/17/1998
Léon,Giguère,9/1/2002
Peppin,Mireault,2/15/2000
Warrane,Deslauriers,6/16/2000
Mavise,Lafontaine,10/3/2000
Aleron,Bussière,12/1/1998
Orva,Richer,10/6/1997
Yolette,Guernon,5/12/1999
Agathe,Lalonde,8/30/1998
Esperanza,Boileau,9/28/1998
Brie,L'Anglais,9/7/2002
Avenall,Corbeil,8/7/1996
Florismart,Duplanty,11/8/2001
Gérard,Lafrenière,1/30/1997
Aubert,Vincent,2/27/1999
Verrill,CinqMars,1/2/2000
Creissant,Théberge,5/7/1997
Zdenek,Babin,8/5/2000
Mariette,Poirier,4/16/1999
Pauline,Souplet,3/3/1996
Peppin,Sacré,3/15/2002
Cloridan,Soucy,3/5/2003
Senior,Beaudouin,5/18/2002
Matthieu,Blanchard,3/31/2000
Orson,Descoteaux,12/25/1996
Campbell,Vaillancour,7/2/1995
Christelle,Labrecque,7/17/2004
Cammile,Vachon,2/28/2003
Prunella,Grondin,12/12/1997
Kerman,Doiron,11/25/2002
Agnès,Dupéré,7/19/1995
Fitz,Carrière,1/24/2000
Charlotte,Gendron,2/22/1999
Aloin,Lachance,11/9/2000
Audrey,Clavette,3/9/2002
Mayhew,Pelchat,11/17/1998
Christabel,Brault,3/3/2003
Gaston,Brochu,2/28/2001
Gemma,Lejeune,7/10/2002
Warrane,Potvin,4/30/2000
Heloise,Villeneuve,6/17/2003
Gill,Séguin,1/2/2003
Arnaude,Beaulé,8/28/2003
Sidney,Panetier,2/15/1998
Jay,Trépanier,4/19/2000
Fayette,Beaudouin,3/2/2001
Marc,Dodier,8/4/1996
Chappell,Gadbois,12/15/2001
Grosvenor,Vertefeuille,11/4/2000
Noelle,Lizotte,1/15/2000
Georgette,Narcisse,12/26/1997
Robert,Galarneau,3/22/1998
Marine,Grondin,5/29/1995
Valiant,Devost,2/18/2000
Ogier,Garcia,1/23/2000
Fleur,Garceau,2/3/2001
Pomeroy,Chabot,6/22/1995
Agathe,Lafontaine,4/3/2002
Zacharie,Chassé,1/27/1997
Olympia,Lagrange,2/13/2003
Guerin,Tougas,6/2/2001
Robinette,Duplessis,2/13/1998
Andrée,Blais,11/30/2002
Richard,Adler,1/24/2000
Merlin,Ratté,2/7/1995
Alexis,Bourget,5/5/1995
Anne,Beaulieu,1/28/2000
Coralie,Sorel,2/25/1995
Alfred,Doyon,8/21/2001
Claire,Pellerin,8/14/1998
Gabrielle,Clément,11/7/2000
Byron,Lamontagne,10/3/1997
Dixie,Cormier,12/6/1999
Aiglentina,Boulanger,6/12/2004
Thiery,Aubé,7/21/2004
Xarles,Couturier,5/16/2003
Fitz,Guibord,5/28/1999
Algernon,Duplanty,3/5/2002
Bertrand,Pitre,1/15/2002
Grosvenor,LeBatelier,5/17/1997
Nicholas,Lafontaine,4/28/2000
Élisabeth,Boisvert,11/7/2004
Lowell,Cliche,1/26/2001
Ernest,Bossé,5/27/2002
Clarimunda,Parrot,2/1/2002
Jeoffroi,Begin,3/5/2003
Emmanuelle,Sicard,4/25/1996
Etoile,"De La Vergne",1/23/1999
Erembourg,Poulin,10/26/1996
Donatien,LeBatelier,1/3/1997
Olympia,Bossé,6/2/1995
Hardouin,Vertefeuille,1/16/2003
Bevis,LaGrande,4/25/2003
Élise,Paiement,10/27/2003
Sargent,Cloutier,10/31/2002
Alexandrie,Charette,12/11/2001
Peppin,Perrault,5/27/2000
Somer,Fugère,7/29/1999
Sylvie,Laderoute,4/13/1997
Burkett,Bourassa,12/22/2002
Rémy,Therrien,5/13/1999
Michel,Labossière,10/29/1995
Turner,Dostie,3/21/1999
Yvette,Deserres,5/30/2000
Henri,Blanchard,4/10/1998
Luce,Asselin,6/18/2001
Anton,Brochu,9/30/2004
Fauna,Bossé,8/8/1997
Tempeste,Baron,3/2/1995
Felicien,Robert,5/24/1999
Chapin,Garreau,6/8/2004
Claudette,Champagne,5/6/1998
Carolos,Chaussée,12/16/1999
Didiane,Benjamin,6/28/1996
Hedvige,Laurent,9/16/1995
Tyson,Leduc,12/15/1995
Annette,Corbeil,12/1/2002
Victor,Fongemie,10/14/1996
Marveille,Lazure,11/6/2002
Vail,Cormier,2/18/1999
Olivier,Marois,9/17/1995
Cloridan,Rocheleau,7/11/1995
Brice,Bérard,11/9/1996
Manon,Berie,1/22/1997
Raymond,Provencher,2/9/1997
Troy,Garreau,3/15/1995
Laurence,Rodrigue,2/21/2001
Suzette,Mailloux,3/30/1997
Vignette,Rodrigue,10/13/1997
Calandre,D'Avis,3/2/1995
Alphonsine,Fongemie,1/27/2000
Lucas,Leroux,6/29/1998
Dominic,Savard,5/18/1999
Durandana,Nadeau,8/1/2002
Dreux,Neufville,9/21/2003
Valentine,Lesage,6/2/2003
Laurene,Deblois,9/8/1996
Amélie,Blondlot,6/27/1996
Michel,Bourque,11/24/1994
Wyatt,Ménard,1/20/1999
Armand,Duhamel,1/28/2000
Mayhew,Jacques,2/25/2004
Delmare,Neufville,7/26/2000
Guy,Jodion,6/25/2000
Anaïs,Tremblay,12/30/1998
Pascal,Cadieux,5/26/2000
Nathalie,Babin,11/12/1998
Melodie,Piedalue,8/28/1995
Mallory,Mailloux,9/1/1997
Zurie,Norbert,6/8/2004
Russell,Marcheterre,8/18/1996
Laurence,Ayot,5/26/2002
Manville,Rouleau,1/28/1998
Arnou,Parizeau,1/8/2000
Christophe,Lévesque,1/19/2000
Lorraine,Boutot,6/2/1996
Raina,Baron,6/3/1998
Merlin,Deschamps,10/7/2002
Arienne,Piedalue,5/15/1996
Orville,Lapierre,7/19/2002
Antoine,Miron,12/1/1998
Henry,Breton,10/15/2000
Auguste,Deniger,9/10/2000
Etoile,Melanson,5/15/1999
Agrican,Rouleau,11/3/1995
Jeanne,Cressac,4/7/1997
Arber,Mousseau,4/27/1995
Christabel,Courtemanche,1/30/1997
Demi,Perillard,2/15/2004
Jeoffroi,Brasseur,6/5/1996
Genevre,Ratté,11/28/1998
Florismart,Ratté,1/26/2002
Mandel,Simon,9/14/2002
Bertrand,Desilets,6/11/1996
Benoît,Desnoyers,7/28/1998
Chapin,Duranseau,12/6/1995
Montague,Forest,1/15/2000
Philip,Morel,7/26/1999
Paige,Cailot,5/31/2003
Thomas,Pouchard,5/17/1996
Malagigi,Savoie,5/2/1997
Iven,Richer,11/19/1998
Cher,Plante,4/18/1999
Avice,Léveillé,2/10/1995
Laetitia,Boivin,11/21/1995
Fifi,Charlesbois,4/27/2000
Victoire,Girard,10/20/1996
Zerbino,Bonsaint,8/7/2004
Rémy,Simon,12/28/2003
Andrée,Lévesque,8/19/1996
Bellamy,Coulombe,8/27/2002
Aubine,Ruel,12/11/1995
Dominique,Garreau,3/20/2004
Kerman,Charlebois,12/24/2001
Mariette,Vadnais,12/3/2000
Turner,Larocque,10/29/2003
Ranger,Tougas,3/15/2001
